ISIN;CH0009980894;CH0009980894;CH0009980894;CH0000222130;CH0004147150;CH0004147192;CH0004147242
SYMBOL;SMI;SBAIB;SBAIA;SMIC;SSPRC;SSPRA;SSPRM
NAME;SMI PR;SMI Bid Index;SMI Ask Index;SMI TR;SMI Current Spread;SMI Average Spread;SMI Monthly Average Spread
INDEX TYPE;Price;Price;Price;Total Return;n.a.;n.a.;n.a.
DATE;Close;Close;Close;Close;Close;Close;Close
14.06.2021;11866.41;11864.52;11868.08;26687.38;0.03;0.03;0
11.06.2021;11841.3;11839.82;11843.12;26630.92;0.03;0.03;0
10.06.2021;11810.8;11809.47;11813.54;26562.33;0.03;0.03;0
09.06.2021;11788.1;11786.56;11789.55;26511.27;0.03;0.03;0
08.06.2021;11656.89;11655.24;11658.18;26216.18;0.03;0.03;0
07.06.2021;11630.66;11629.21;11632.78;26157.2;0.03;0.03;0
04.06.2021;11570.68;11568.44;11571.79;26022.3;0.03;0.03;0
03.06.2021;11510.6;11508.51;11511.57;25887.18;0.03;0.03;0
02.06.2021;11470.35;11468.26;11472.39;25796.65;0.04;0.03;0
01.06.2021;11434.88;11432.73;11435.68;25716.89;0.03;0.03;0
31.05.2021;11363.45;11361.84;11366.35;25556.24;0.04;0.03;0.03
28.05.2021;11426.15;11424.59;11428.48;25697.26;0.03;0.03;0
27.05.2021;11340.27;11336.84;11340.89;25504.11;0.04;0.03;0
26.05.2021;11348.74;11347.53;11350.71;25523.15;0.03;0.04;0
25.05.2021;11305.74;11304.25;11308.74;25426.46;0.04;0.03;0
21.05.2021;11225.58;11223.69;11226.55;25246.17;0.03;0.03;0
20.05.2021;11152.08;11150.87;11153.79;25080.88;0.03;0.03;0
19.05.2021;11045.2;11043.91;11046.59;24840.5;0.02;0.03;0
18.05.2021;11141.75;11141.13;11143.74;25057.63;0.02;0.03;0
17.05.2021;11135.37;11133.93;11136.62;25043.29;0.02;0.03;0
14.05.2021;11120.77;11120.06;11123.28;24996.91;0.03;0.03;0
12.05.2021;11033.9;11032.56;11036.27;24799.45;0.03;0.03;0
11.05.2021;10989.32;10987.34;10990.34;24699.26;0.03;0.03;0
10.05.2021;11123.67;11122.18;11124.77;25001.2;0.02;0.03;0
07.05.2021;11173.57;11171.19;11174.49;25108.51;0.03;0.03;0
06.05.2021;11111.1;11108.74;11111.78;24945.68;0.03;0.03;0
05.05.2021;11108.88;11107.76;11110.3;24940.68;0.02;0.03;0
04.05.2021;10970.93;10970.11;10972.79;24630.97;0.02;0.03;0
03.05.2021;11119;11115.72;11120.37;24957.6;0.04;0.03;0
30.04.2021;11022.34;11021.82;11024.7;24740.63;0.03;0.03;0.03
29.04.2021;11079.51;11077.96;11081.85;24868.95;0.04;0.03;0
28.04.2021;11103.46;11101.47;11104.93;24922.7;0.03;0.03;0
27.04.2021;11092.08;11089.76;11093.59;24897.17;0.03;0.03;0
26.04.2021;11162.09;11161.44;11163.96;25039.73;0.02;0.03;0
23.04.2021;11200.54;11197.14;11202.61;25126;0.05;0.03;0
22.04.2021;11224.9;11222.93;11225.99;25180.63;0.03;0.03;0
21.04.2021;11209.09;11207.36;11210.84;25137.5;0.03;0.03;0
20.04.2021;11078.98;11078.2;11081.27;24845.7;0.03;0.03;0
19.04.2021;11209.84;11207.71;11211.53;25102.25;0.03;0.03;0
16.04.2021;11262.97;11260.02;11263;25101.18;0.03;0.03;0
15.04.2021;11198.7;11197.96;11201.04;24948.86;0.03;0.03;0
14.04.2021;11156.21;11155.66;11158.73;24854.2;0.03;0.03;0
13.04.2021;11122.37;11119.46;11123.07;24778.79;0.03;0.03;0
12.04.2021;11181.35;11179.63;11182.53;24884.13;0.03;0.03;0
09.04.2021;11238.52;11237;11239.77;25011.35;0.02;0.03;0
08.04.2021;11206.88;11205.2;11208.01;24876.28;0.03;0.03;0
07.04.2021;11128.18;11127.63;11130.67;24701.59;0.03;0.03;0
06.04.2021;11182.95;11181.55;11184.46;24823.15;0.03;0.03;0
01.04.2021;11118.03;11116.66;11120.1;24667.08;0.03;0.03;0
31.03.2021;11047.37;11046.31;11049.05;24510.31;0.02;0.03;0.04
30.03.2021;11121.42;11119.4;11122.86;24674.6;0.03;0.03;0
29.03.2021;11089.6;11088.35;11091.22;24604;0.03;0.03;0
26.03.2021;11116.81;11115.23;11118.04;24622.14;0.03;0.03;0
25.03.2021;11098.81;11096.46;11099.06;24582.28;0.02;0.03;0
24.03.2021;11063.87;11062.1;11065.43;24494.39;0.03;0.03;0
23.03.2021;11098.66;11097.22;11100.39;24571.41;0.03;0.03;0
22.03.2021;11048.58;11047;11050.08;24460.54;0.03;0.03;0
19.03.2021;10967.37;10963.97;10968.61;24280.74;0.04;0.03;0
18.03.2021;10973.76;10972.4;10975.46;24294.9;0.03;0.03;0
17.03.2021;10922.49;10921.06;10923.7;24058.17;0.02;0.04;0
16.03.2021;10944.48;10942.71;10945.46;24106.6;0.03;0.04;0
15.03.2021;10867.33;10865.67;10868.66;23936.66;0.03;0.04;0
12.03.2021;10839.93;10839.01;10842.9;23876.31;0.04;0.04;0
11.03.2021;10883.23;10881.7;10885.03;23971.7;0.03;0.04;0
10.03.2021;10909.77;10908.57;10911.21;24030.14;0.02;0.04;0
09.03.2021;10857.97;10855.92;10858.79;23916.05;0.03;0.04;0
08.03.2021;10830.38;10828.11;10831.76;23855.27;0.03;0.04;0
05.03.2021;10607.79;10607.32;10609.93;23364.99;0.02;0.04;0
04.03.2021;10750.09;10747.12;10750.54;23678.43;0.03;0.04;0
03.03.2021;10771.88;10770.01;10773.16;23574.35;0.03;0.03;0
02.03.2021;10817.15;10814.81;10818.02;23673.43;0.03;0.04;0
01.03.2021;10706.59;10703.97;10708.04;23431.46;0.04;0.04;0
26.02.2021;10522.22;10521.27;10524.01;23027.96;0.03;0.04;0.04
25.02.2021;10658.87;10657.36;10661.05;23327.04;0.03;0.04;0
24.02.2021;10727.7;10726.18;10728.81;23477.66;0.02;0.04;0
23.02.2021;10609.03;10607.2;10610.31;23217.96;0.03;0.04;0
22.02.2021;10697.38;10696.4;10699.2;23411.32;0.03;0.04;0
19.02.2021;10704.75;10703.91;10708.18;23427.44;0.04;0.04;0
18.02.2021;10717.71;10716.93;10720.43;23455.81;0.03;0.04;0
17.02.2021;10809.28;10806.52;10809.94;23656.2;0.03;0.04;0
16.02.2021;10907.6;10907.18;10910.97;23871.39;0.03;0.04;0
15.02.2021;10940.99;10938.97;10941.73;23944.45;0.03;0.04;0
12.02.2021;10880.37;10879.13;10882.18;23811.78;0.03;0.04;0
11.02.2021;10852.91;10851.76;10854.71;23751.68;0.03;0.04;0
10.02.2021;10825.75;10824.63;10827.55;23692.25;0.03;0.04;0
09.02.2021;10803.67;10802.92;10805.78;23643.94;0.03;0.04;0
08.02.2021;10778.83;10777.5;10784.65;23589.57;0.07;0.04;0
05.02.2021;10755.47;10754.12;10757.09;23538.44;0.03;0.04;0
04.02.2021;10860.95;10859.66;10862.61;23769.28;0.03;0.04;0
03.02.2021;10775.68;10774.47;10777.42;23582.68;0.03;0.03;0
02.02.2021;10803.57;10802.85;10806.05;23643.7;0.03;0.04;0
01.02.2021;10740.22;10738.64;10741.26;23505.06;0.02;0.04;0
29.01.2021;10591.06;10590.24;10594.35;23178.63;0.04;0.05;0.04
28.01.2021;10849.82;10848.23;10852.35;23744.94;0.04;0.05;0
27.01.2021;10904.24;10903.1;10906.6;23864.03;0.03;0.05;0
26.01.2021;10964.05;10962.28;10965.48;23994.93;0.03;0.04;0
25.01.2021;10925.7;10924.31;10927.63;23910.98;0.03;0.05;0
22.01.2021;10930.81;10928.79;10931.58;23922.18;0.03;0.04;0
21.01.2021;10913.11;10912.54;10915.74;23883.45;0.03;0.04;0
20.01.2021;10945.46;10944.51;10947.27;23954.25;0.03;0.04;0
19.01.2021;10876.98;10876.71;10879.47;23804.36;0.03;0.03;0
18.01.2021;10888.54;10886.49;10889.77;23829.67;0.03;0.04;0
15.01.2021;10877.06;10875.16;10878.51;23804.55;0.03;0.03;0
14.01.2021;10850.81;10849.09;10852.43;23747.1;0.03;0.04;0
13.01.2021;10846.88;10846.3;10849.81;23738.5;0.03;0.04;0
12.01.2021;10875.25;10874.16;10878.38;23800.59;0.04;0.03;0
11.01.2021;10870.42;10869.45;10872.68;23790.01;0.03;0.04;0
08.01.2021;10797.99;10795.81;10798.42;23631.49;0.02;0.03;0
07.01.2021;10778.67;10776.7;10781.47;23589.21;0.04;0.04;0
06.01.2021;10747.08;10745.74;10748.48;23520.08;0.03;0.04;0
05.01.2021;10694.09;10692.94;10695.65;23404.11;0.03;0.04;0
04.01.2021;10738.39;10735.86;10739.34;23501.06;0.03;0.04;0
30.12.2020;10703.51;10703.15;10707.92;23424.72;0.04;0.04;0.04
29.12.2020;10682.04;10679.13;10683.08;23377.74;0.04;0.04;0
28.12.2020;10603.49;10602.21;10604.8;23205.84;0.02;0.04;0
23.12.2020;10411.92;10409.8;10412.91;22786.58;0.03;0.04;0
22.12.2020;10403.37;10401.77;10405.12;22767.87;0.03;0.04;0
21.12.2020;10305.52;10303.96;10307.21;22553.73;0.03;0.04;0
18.12.2020;10523.86;10522.83;10526.02;23031.57;0.03;0.04;0
17.12.2020;10540.36;10539.44;10542.72;23067.66;0.03;0.03;0
16.12.2020;10456.78;10454.36;10457.82;22884.76;0.03;0.03;0
15.12.2020;10341.18;10340.15;10342.63;22631.76;0.02;0.03;0
14.12.2020;10373.03;10372.05;10379.1;22701.47;0.07;0.04;0
11.12.2020;10391.76;10390.74;10393.84;22742.46;0.03;0.03;0
10.12.2020;10395.96;10395.16;10399.33;22751.65;0.04;0.03;0
09.12.2020;10430.02;10428.63;10431.7;22826.19;0.03;0.03;0
08.12.2020;10394.1;10392.16;10395.04;22747.58;0.03;0.03;0
07.12.2020;10375.38;10374.2;10377.48;22706.62;0.03;0.04;0
04.12.2020;10364.5;10362.22;10366.14;22682.8;0.04;0.03;0
03.12.2020;10342.63;10341.39;10344.39;22634.94;0.03;0.03;0
02.12.2020;10435.36;10434.22;10436.97;22830.83;0.03;0.04;0
01.12.2020;10449.21;10448.12;10451.11;22861.12;0.03;0.03;0
30.11.2020;10476.43;10473.61;10479.6;22920.67;0.06;0.03;0.04
27.11.2020;10501.18;10498.19;10501.54;22974.82;0.03;0.03;0
26.11.2020;10497.79;10495.25;10498.78;22967.41;0.03;0.04;0
25.11.2020;10488.27;10487.73;10490.42;22946.58;0.03;0.04;0
24.11.2020;10491.59;10489.37;10491.96;22953.84;0.02;0.04;0
23.11.2020;10464.4;10463.64;10466.18;22866.56;0.02;0.03;0
20.11.2020;10495.65;10494.17;10497.74;22934.85;0.03;0.03;0
19.11.2020;10490.77;10490.33;10493.66;22924.18;0.03;0.03;0
18.11.2020;10563.89;10561.73;10564.58;23083.98;0.03;0.03;0
17.11.2020;10565.12;10563.67;10566.72;23086.67;0.03;0.03;0
16.11.2020;10586.74;10584.01;10587.62;23133.9;0.03;0.04;0
13.11.2020;10492.61;10490.69;10494.36;22928.21;0.03;0.04;0
12.11.2020;10496.2;10495.17;10498.02;22936.05;0.03;0.04;0
11.11.2020;10532.27;10529.83;10533.2;23014.88;0.03;0.04;0
10.11.2020;10360.69;10358.84;10362.32;22639.93;0.03;0.04;0
09.11.2020;10417.99;10417.19;10420.11;22765.15;0.03;0.05;0
06.11.2020;10322.57;10320.68;10323.18;22556.65;0.02;0.04;0
05.11.2020;10306.35;10303.63;10307.7;22521.2;0.04;0.04;0
04.11.2020;10286.79;10285.64;10288.91;22478.46;0.03;0.04;0
03.11.2020;10003.82;10002.2;10004.88;21860.12;0.03;0.04;0
02.11.2020;9791.68;9789.53;9793.26;21396.56;0.04;0.04;0
30.10.2020;9587.15;9583.79;9587.89;20949.62;0.04;0.04;0.04
29.10.2020;9556.14;9555.7;9559.03;20881.85;0.03;0.04;0
28.10.2020;9618.65;9617.74;9622.04;21018.46;0.04;0.04;0
27.10.2020;9887.49;9885.97;9889.08;21605.93;0.03;0.04;0
26.10.2020;9985.62;9983.45;9986.72;21820.34;0.03;0.04;0
23.10.2020;10023.9;10020.99;10024.51;21904.01;0.04;0.04;0
22.10.2020;9999.05;9996.97;10000.46;21849.7;0.03;0.04;0
21.10.2020;9989.75;9988.97;9992.26;21829.37;0.03;0.04;0
20.10.2020;10146.23;10144.07;10147.12;22171.31;0.03;0.04;0
19.10.2020;10184.36;10183.25;10186.6;22254.63;0.03;0.04;0
16.10.2020;10207.13;10206.52;10209.75;22304.39;0.03;0.04;0
15.10.2020;10067.96;10066.73;10069.5;22000.28;0.03;0.04;0
14.10.2020;10292.66;10290.93;10294.04;22491.28;0.03;0.03;0
13.10.2020;10336.36;10335.17;10338.13;22586.77;0.03;0.03;0
12.10.2020;10364.1;10362.48;10365.59;22647.4;0.03;0.03;0
09.10.2020;10320.03;10317.14;10321.45;22551.09;0.04;0.04;0
08.10.2020;10270.24;10268.6;10271.59;22442.3;0.03;0.04;0
07.10.2020;10187.88;10186.02;10189.09;22262.33;0.03;0.04;0
06.10.2020;10233.16;10231.46;10234.46;22361.27;0.03;0.04;0
05.10.2020;10303.06;10301.58;10304.33;22514.02;0.03;0.04;0
02.10.2020;10252.4;10250.52;10253.66;22403.31;0.03;0.04;0
01.10.2020;10238.12;10236.53;10240.08;22372.1;0.03;0.04;0
30.09.2020;10187;10186.26;10190.26;22260.39;0.04;0.04;0.04
29.09.2020;10229.3;10228.42;10231.8;22352.82;0.03;0.04;0
28.09.2020;10308.67;10307.46;10310.16;22526.26;0.03;0.04;0
25.09.2020;10216.28;10214.71;10218.36;22324.37;0.04;0.04;0
24.09.2020;10211.53;10210.08;10214.17;22314.01;0.04;0.04;0
23.09.2020;10330.06;10328.79;10332.87;22573.01;0.04;0.04;0
22.09.2020;10355.57;10352.42;10356.48;22628.75;0.04;0.04;0
21.09.2020;10325.44;10324.26;10326.91;22562.91;0.03;0.04;0
18.09.2020;10539.17;10537.85;10541.07;23029.96;0.03;0.04;0
17.09.2020;10519.33;10517.55;10522.29;22986.6;0.05;0.04;0
16.09.2020;10552.04;10545.16;10552.37;23058.07;0.07;0.04;0
15.09.2020;10520;10519.16;10522.24;22975.1;0.03;0.04;0
14.09.2020;10457.43;10455.45;10458.79;22838.45;0.03;0.04;0
11.09.2020;10439.52;10438.65;10441.89;22799.32;0.03;0.04;0
10.09.2020;10387.44;10385.33;10388.6;22685.59;0.03;0.04;0
09.09.2020;10406.57;10404.39;10408.04;22727.38;0.04;0.04;0
08.09.2020;10250.44;10247.54;10250.96;22386.4;0.03;0.04;0
07.09.2020;10297.8;10296.56;10301.03;22489.83;0.04;0.04;0
04.09.2020;10153.09;10151.34;10154.82;22173.78;0.03;0.04;0
03.09.2020;10220.64;10218.23;10221.22;22321.3;0.03;0.04;0
02.09.2020;10384.84;10383.5;10386.16;22679.91;0.03;0.04;0
01.09.2020;10188.85;10186.92;10190.18;22251.88;0.03;0.04;0
31.08.2020;10135.56;10134.08;10138.41;22135.5;0.04;0.04;0.04
28.08.2020;10164.49;10162.27;10166.28;22198.68;0.04;0.04;0
27.08.2020;10240.46;10239.04;10243.79;22364.59;0.05;0.04;0
26.08.2020;10309.65;10307.6;10311.1;22515.71;0.03;0.04;0
25.08.2020;10231.25;10230.09;10234.95;22344.48;0.05;0.04;0
24.08.2020;10308.39;10306.54;10309.45;22512.95;0.03;0.04;0
21.08.2020;10218.2;10217.01;10221.05;22315.97;0.04;0.04;0
20.08.2020;10229.92;10227.69;10231.21;22341.58;0.03;0.04;0
19.08.2020;10310.01;10307.88;10311.18;22516.5;0.03;0.04;0
18.08.2020;10168.4;10166.27;10169.67;22207.22;0.03;0.04;0
17.08.2020;10228.06;10225.56;10228.74;22337.51;0.03;0.04;0
14.08.2020;10163.6;10162.47;10165.09;22196.74;0.03;0.04;0
13.08.2020;10260.11;10258.68;10261.99;22407.5;0.03;0.04;0
12.08.2020;10278.66;10277.1;10280.11;22448.03;0.03;0.04;0
11.08.2020;10153.24;10151.44;10154.3;22174.12;0.03;0.04;0
10.08.2020;10090.91;10089.17;10092.37;22038;0.03;0.04;0
07.08.2020;10068.03;10067.11;10070.85;21988.01;0.04;0.04;0
06.08.2020;10067.13;10065.27;10068.7;21986.06;0.03;0.04;0
05.08.2020;10097.97;10096.69;10100.33;22053.41;0.04;0.04;0
04.08.2020;10162.04;10159.62;10162.83;22193.33;0.03;0.04;0
03.08.2020;10229.67;10229.06;10231.9;22341.03;0.03;0.04;0
31.07.2020;10005.9;10004.52;10009.2;21852.33;0.05;0.04;0.04
30.07.2020;10095.34;10094.51;10097.99;22047.67;0.03;0.04;0
29.07.2020;10272.81;10271.37;10274.78;22435.25;0.03;0.04;0
28.07.2020;10277.2;10275.75;10278.45;22444.83;0.03;0.04;0
27.07.2020;10272.34;10271.98;10275.77;22434.23;0.04;0.04;0
24.07.2020;10214.21;10212.7;10215.67;22307.26;0.03;0.04;0
23.07.2020;10383.38;10382.82;10385.66;22676.74;0.03;0.04;0
22.07.2020;10439.04;10436.72;10440.43;22798.29;0.04;0.04;0
21.07.2020;10444.05;10441.96;10444.83;22805.26;0.03;0.04;0
20.07.2020;10470.92;10469.19;10471.92;22863.94;0.03;0.04;0
17.07.2020;10410.52;10408.98;10411.79;22732.05;0.03;0.04;0
16.07.2020;10433.43;10430.7;10434.46;22782.08;0.04;0.04;0
15.07.2020;10460.01;10458.05;10460.98;22840.11;0.03;0.04;0
14.07.2020;10259.5;10257.84;10260.68;22402.3;0.03;0.04;0
13.07.2020;10300.96;10298.26;10302.31;22492.81;0.04;0.04;0
10.07.2020;10229.97;10227.92;10231.26;22337.81;0.03;0.04;0
09.07.2020;10143.38;10141.69;10144.8;22148.74;0.03;0.04;0
08.07.2020;10178.41;10174.82;10178.72;22225.23;0.04;0.04;0
07.07.2020;10207.96;10206.72;10209.99;22289.75;0.03;0.04;0
06.07.2020;10253.38;10252.15;10254.76;22388.92;0.03;0.04;0
03.07.2020;10125.84;10123.35;10126.9;22110.43;0.04;0.04;0
02.07.2020;10187.56;10186.04;10188.59;22245.2;0.03;0.04;0
01.07.2020;10089.67;10088.09;10090.77;22031.45;0.03;0.04;0
30.06.2020;10045.3;10043.29;10046.64;21934.57;0.03;0.04;0.04
29.06.2020;10060.46;10059.48;10061.99;21967.67;0.03;0.04;0
26.06.2020;10041.91;10040.05;10042.89;21927.17;0.03;0.04;0
25.06.2020;10089.83;10086.83;10090.77;22031.8;0.04;0.04;0
24.06.2020;10021.99;10021.31;10024.19;21883.67;0.03;0.04;0
23.06.2020;10246.56;10244.33;10247.31;22374.04;0.03;0.04;0
22.06.2020;10151.13;10150.4;10153.5;22165.65;0.03;0.04;0
19.06.2020;10266.29;10262.97;10268.59;22417.12;0.05;0.04;0
18.06.2020;10186.5;10185.99;10189.64;22242.9;0.04;0.04;0
17.06.2020;10202.19;10200.88;10203.49;22277.16;0.03;0.04;0
16.06.2020;10034.29;10032.94;10035.69;21910.53;0.03;0.04;0
15.06.2020;9842.56;9841.99;9845.26;21491.87;0.03;0.05;0
12.06.2020;9796.37;9795.55;9798.35;21391.01;0.03;0.04;0
11.06.2020;9828.58;9827.3;9830.36;21461.34;0.03;0.04;0
10.06.2020;10147.18;10146.05;10148.61;22157.04;0.03;0.04;0
09.06.2020;10184.82;10182.7;10186.81;22239.22;0.04;0.04;0
08.06.2020;10152.77;10151.22;10154.57;22169.25;0.03;0.04;0
05.06.2020;10190.37;10189.03;10191.99;22251.34;0.03;0.04;0
04.06.2020;10075.68;10074.46;10077.59;22000.91;0.03;0.04;0
03.06.2020;10183.77;10182.51;10186.01;22236.93;0.03;0.04;0
02.06.2020;9951.45;9950.2;9952.94;21729.64;0.03;0.04;0
29.05.2020;9831.49;9830.64;9835.4;21467.7;0.05;0.04;0.04
28.05.2020;9926.03;9925.27;9927.9;21674.14;0.03;0.04;0
27.05.2020;9716.52;9715.35;9717.72;21216.65;0.02;0.04;0
26.05.2020;9830.83;9829.67;9833.37;21466.25;0.04;0.04;0
25.05.2020;9824.54;9822.88;9825.64;21452.52;0.03;0.04;0
22.05.2020;9688.99;9687.52;9690.14;21156.53;0.03;0.04;0
20.05.2020;9790.85;9789.84;9792.66;21378.97;0.03;0.04;0
19.05.2020;9764.23;9762.37;9765.06;21320.84;0.03;0.04;0
18.05.2020;9740.77;9739.27;9742.11;21269.6;0.03;0.04;0
15.05.2020;9483.1;9481.84;9485.25;20702.72;0.04;0.04;0
14.05.2020;9448.14;9446.95;9450.1;20599.41;0.03;0.04;0
13.05.2020;9631.62;9629.13;9632.14;20999.45;0.03;0.04;0
12.05.2020;9733.53;9732.33;9734.89;21221.63;0.03;0.04;0
11.05.2020;9689.71;9688.98;9691.7;21126.08;0.03;0.04;0
08.05.2020;9665.35;9663.68;9666.24;21072.98;0.03;0.04;0
07.05.2020;9617.98;9616.41;9619.33;20969.71;0.03;0.04;0
06.05.2020;9571.7;9569.73;9572.73;20860.32;0.03;0.04;0
05.05.2020;9512.17;9511.13;9513.76;20730.6;0.03;0.04;0
04.05.2020;9390.27;9389.07;9392.71;20431.59;0.04;0.04;0
30.04.2020;9629.4;9628.73;9632.8;20951.89;0.04;0.04;0.05
29.04.2020;9865.32;9863.66;9868.21;21447.06;0.05;0.04;0
28.04.2020;9889.46;9887.34;9889.87;21499.54;0.03;0.04;0
27.04.2020;9758.82;9756.85;9759.27;21215.53;0.02;0.04;0
24.04.2020;9625.65;9623.81;9626.36;20830.39;0.03;0.04;0
23.04.2020;9625.48;9624.33;9627.39;20830.03;0.03;0.04;0
22.04.2020;9630.56;9628.14;9632.26;20833.33;0.04;0.04;0
21.04.2020;9547.85;9546.26;9549.49;20643.65;0.03;0.04;0
20.04.2020;9785.27;9781.56;9785.99;21111.12;0.05;0.04;0
17.04.2020;9612.83;9610.9;9613.85;20739.09;0.03;0.04;0
16.04.2020;9439.91;9439.08;9441.64;20366.02;0.03;0.04;0
15.04.2020;9320.2;9319.18;9321.66;20107.74;0.03;0.04;0
14.04.2020;9538.61;9535.88;9539.37;20578.96;0.04;0.05;0
09.04.2020;9452.83;9450.74;9454.34;20393.89;0.04;0.05;0
08.04.2020;9432.39;9430.35;9434.23;20349.79;0.04;0.05;0
07.04.2020;9514.6;9512.56;9515.57;20512.45;0.03;0.05;0
06.04.2020;9462.34;9460.66;9463.68;20399.77;0.03;0.05;0
03.04.2020;9242.44;9240.8;9244.22;19925.7;0.04;0.05;0
02.04.2020;9270.96;9267.24;9271.86;19897.47;0.05;0.05;0
01.04.2020;9168.98;9167.65;9170.98;19678.61;0.04;0.04;0
31.03.2020;9311.92;9310.73;9316.83;19985.39;0.07;0.05;0.06
30.03.2020;9174.39;9172.42;9175.7;19690.22;0.04;0.05;0
27.03.2020;8996.37;8995.59;8998.41;19270.28;0.03;0.05;0
26.03.2020;9203.98;9200.15;9204.81;19702.1;0.05;0.06;0
25.03.2020;8989.16;8987.49;8990.43;19229.44;0.03;0.07;0
24.03.2020;8733.32;8731.75;8734.5;18682.15;0.03;0.06;0
23.03.2020;8160.79;8160.39;8163.51;17457.4;0.04;0.08;0
20.03.2020;8623.86;8623.39;8627.76;18447.99;0.05;0.08;0
19.03.2020;8782.24;8780.86;8783.67;18786.79;0.03;0.08;0
18.03.2020;8338.74;8335.44;8339.88;17739.6;0.05;0.08;0
17.03.2020;8493.04;8491.77;8494.2;18067.87;0.03;0.1;0
16.03.2020;8227.08;8224.49;8227.51;17502.05;0.04;0.09;0
13.03.2020;8367.56;8366.83;8368.9;17800.92;0.02;0.06;0
12.03.2020;8270.44;8267.38;8271.3;17594.3;0.05;0.05;0
11.03.2020;9152.5;9151.06;9153.45;19470.77;0.03;0.04;0
10.03.2020;9195.93;9194.07;9196.47;19563.17;0.03;0.04;0
09.03.2020;9196.6;9195.7;9198.76;19564.59;0.03;0.04;0
06.03.2020;9736.82;9736.25;9738.7;20713.85;0.03;0.03;0
05.03.2020;10143.57;10142.68;10145.27;21579.16;0.03;0.03;0
04.03.2020;10251.39;10248.95;10252.31;21808.52;0.03;0.04;0
03.03.2020;10087.4;10086.74;10090.12;21459.64;0.03;0.04;0
02.03.2020;9950.83;9950.31;9953.06;21039.75;0.03;0.04;0
28.02.2020;9831.03;9829.22;9831.69;20786.44;0.03;0.04;0.03
27.02.2020;10205.46;10204.38;10207.84;21578.13;0.03;0.04;0
26.02.2020;10512.15;10510.82;10513.88;22226.6;0.03;0.04;0
25.02.2020;10478.51;10478.18;10481.13;22155.47;0.03;0.03;0
24.02.2020;10712.84;10711.54;10714.46;22650.91;0.03;0.03;0
21.02.2020;11110.78;11108.93;11111.54;23492.32;0.02;0.03;0
20.02.2020;11154.53;11153.59;11156.65;23584.82;0.03;0.03;0
19.02.2020;11263.01;11260.35;11264.3;23814.18;0.04;0.03;0
18.02.2020;11146.28;11144.85;11147.33;23567.39;0.02;0.03;0
17.02.2020;11168.45;11165.76;11169.92;23614.25;0.04;0.03;0
14.02.2020;11128.81;11128.03;11131.15;23530.44;0.03;0.03;0
13.02.2020;11092.35;11090.34;11093.15;23453.35;0.03;0.03;0
12.02.2020;11089.24;11087.68;11091.85;23446.77;0.04;0.03;0
11.02.2020;11101.17;11099.19;11102.08;23472.01;0.03;0.03;0
10.02.2020;11039.78;11038.35;11041.12;23342.19;0.03;0.03;0
07.02.2020;11001.53;10999.83;11002.9;23261.32;0.03;0.03;0
06.02.2020;11012.36;11011.15;11014.46;23284.23;0.03;0.03;0
05.02.2020;10994.15;10991.65;10995.12;23245.73;0.03;0.03;0
04.02.2020;10800.64;10799.55;10802.63;22836.56;0.03;0.03;0
03.02.2020;10664.95;10663.17;10667.14;22549.66;0.04;0.03;0
31.01.2020;10627.88;10626.46;10629.13;22471.29;0.03;0.03;0.03
30.01.2020;10748.92;10746.95;10750.21;22727.21;0.03;0.03;0
29.01.2020;10859.88;10858.83;10862.08;22961.82;0.03;0.03;0
28.01.2020;10781.98;10780.53;10783.08;22797.11;0.02;0.03;0
27.01.2020;10675.96;10674.67;10677.95;22572.94;0.03;0.03;0
24.01.2020;10849.75;10848.37;10850.92;22940.4;0.02;0.03;0
23.01.2020;10813.94;10812.47;10815.18;22864.68;0.03;0.03;0
22.01.2020;10895.07;10894.24;10897.03;23036.22;0.03;0.03;0
21.01.2020;10884.51;10881.77;10885.46;23013.9;0.03;0.03;0
20.01.2020;10846.29;10844.07;10848.38;22933.08;0.04;0.03;0
17.01.2020;10841.82;10839.07;10843.16;22923.64;0.04;0.03;0
16.01.2020;10693.52;10690.47;10694.04;22610.08;0.03;0.03;0
15.01.2020;10670.74;10669.82;10673.15;22561.9;0.03;0.03;0
14.01.2020;10655.82;10654.17;10656.95;22530.36;0.03;0.03;0
13.01.2020;10622.41;10620.63;10623.51;22459.71;0.03;0.03;0
10.01.2020;10639.49;10638.52;10642;22495.84;0.03;0.03;0
09.01.2020;10650.97;10649.78;10653.41;22520.1;0.03;0.03;0
08.01.2020;10652.16;10650.9;10654.24;22522.62;0.03;0.03;0
07.01.2020;10686.8;10684.32;10688.93;22595.87;0.04;0.03;0
06.01.2020;10665.41;10664.27;10667.33;22550.64;0.03;0.03;0
03.01.2020;10699.82;10697.17;10700.71;22623.4;0.03;0.03;0
30.12.2019;10616.94;10615.94;10620.54;22448.16;0.04;0.03;0.03
27.12.2019;10730.15;10728.4;10731.64;22687.53;0.03;0.03;0
23.12.2019;10724.34;10722.71;10725.85;22675.23;0.03;0.03;0
20.12.2019;10679.37;10676.48;10679.84;22580.16;0.03;0.03;0
19.12.2019;10575.15;10573.93;10576.59;22359.79;0.03;0.03;0
18.12.2019;10556.74;10555.69;10558.63;22320.88;0.03;0.03;0
17.12.2019;10538.89;10536.41;10539.71;22283.13;0.03;0.03;0
